,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,MSRPbinned,wheels-awd,wheels-4wd,wheels-fwd,wheels-rwd
7043,Nissan,Murano,2016,regular unleaded,250.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,31,28,2009,42180,Cheap,0,0,1,0
7044,Nissan,Murano,2016,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,37130,Cheap,0,0,1,0
7045,Nissan,Murano,2016,regular unleaded,250.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,31,28,2009,40130,Cheap,0,0,1,0
7046,Nissan,Murano,2016,regular unleaded,250.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,30,26,2009,43780,Cheap,1,0,0,0
7047,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,29740,Cheap,0,0,1,0
7048,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,31340,Cheap,1,0,0,0
7049,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,37130,Cheap,0,0,1,0
7050,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,38730,Cheap,1,0,0,0
7051,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,34400,Cheap,1,0,0,0
7052,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,32800,Cheap,0,0,1,0
7053,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,40780,Cheap,1,0,0,0
7054,Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,2009,39180,Cheap,0,0,1,0
7055,Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,MANUAL,2.0,Compact,Coupe,13,8,1158,336400,Cheap,1,0,0,0
7056,Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,MANUAL,2.0,Compact,Convertible,13,8,1158,369200,Cheap,1,0,0,0
7057,Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,14,9,1158,345400,Cheap,1,0,0,0
7058,Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,14,9,1158,378200,Cheap,1,0,0,0
7059,Lamborghini,Murcielago,2009,premium unleaded (required),631.0,12.0,MANUAL,2.0,Compact,Convertible,13,8,1158,382400,Cheap,1,0,0,0
7060,Lamborghini,Murcielago,2009,premium unleaded (required),631.0,12.0,MANUAL,2.0,Compact,Coupe,13,8,1158,354000,Cheap,1,0,0,0
7061,Lamborghini,Murcielago,2009,premium unleaded (required),631.0,12.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,14,9,1158,364000,Cheap,1,0,0,0
7062,Lamborghini,Murcielago,2009,premium unleaded (required),631.0,12.0,AUTOMATED_MANUAL,2.0,Compact,Convertible,14,9,1158,392400,Cheap,1,0,0,0
7063,Lamborghini,Murcielago,2010,premium unleaded (required),670.0,12.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,14,9,1158,450000,Cheap,1,0,0,0
7064,Ford,Mustang SVT Cobra,1997,regular unleaded,305.0,8.0,MANUAL,2.0,Compact,Convertible,24,16,5657,3550,Cheap,0,0,0,1
7065,Ford,Mustang SVT Cobra,1997,regular unleaded,305.0,8.0,MANUAL,2.0,Compact,Coupe,24,16,5657,3206,Cheap,0,0,0,1
7066,Ford,Mustang SVT Cobra,1998,regular unleaded,305.0,8.0,MANUAL,2.0,Compact,Coupe,24,16,5657,3654,Cheap,0,0,0,1
7067,Ford,Mustang SVT Cobra,1998,regular unleaded,305.0,8.0,MANUAL,2.0,Compact,Convertible,24,16,5657,4059,Cheap,0,0,0,1
7068,Ford,Mustang SVT Cobra,1999,regular unleaded,320.0,8.0,MANUAL,2.0,Compact,Coupe,22,15,5657,4584,Cheap,0,0,0,1
7069,Ford,Mustang SVT Cobra,1999,regular unleaded,320.0,8.0,MANUAL,2.0,Compact,Convertible,22,15,5657,5193,Cheap,0,0,0,1
7070,Ford,Mustang,2015,premium unleaded (recommended),435.0,8.0,MANUAL,2.0,Midsize,Convertible,25,15,5657,41800,Cheap,0,0,0,1
7071,Ford,Mustang,2015,regular unleaded,300.0,6.0,MANUAL,2.0,Midsize,Convertible,28,17,5657,29300,Cheap,0,0,0,1
7072,Ford,Mustang,2015,premium unleaded (recommended),310.0,4.0,MANUAL,2.0,Midsize,Convertible,31,22,5657,34800,Cheap,0,0,0,1
7073,Ford,Mustang,2015,premium unleaded (recommended),310.0,4.0,MANUAL,2.0,Midsize,Coupe,31,22,5657,25300,Cheap,0,0,0,1
7074,Ford,Mustang,2015,premium unleaded (recommended),435.0,8.0,MANUAL,2.0,Midsize,Coupe,25,15,5657,46170,Cheap,0,0,0,1
7075,Ford,Mustang,2015,premium unleaded (recommended),435.0,8.0,MANUAL,2.0,Midsize,Coupe,25,15,5657,32300,Cheap,0,0,0,1
7076,Ford,Mustang,2015,regular unleaded,300.0,6.0,MANUAL,2.0,Midsize,Coupe,28,17,5657,23800,Cheap,0,0,0,1
7077,Ford,Mustang,2015,premium unleaded (recommended),310.0,4.0,MANUAL,2.0,Midsize,Coupe,31,22,5657,29300,Cheap,0,0,0,1
7078,Ford,Mustang,2015,premium unleaded (recommended),435.0,8.0,MANUAL,2.0,Midsize,Coupe,25,15,5657,36300,Cheap,0,0,0,1
7079,Ford,Mustang,2016,premium unleaded (recommended),435.0,8.0,MANUAL,2.0,Midsize,Coupe,25,15,5657,36395,Cheap,0,0,0,1
7080,Ford,Mustang,2016,premium unleaded (recommended),435.0,8.0,MANUAL,2.0,Midsize,Coupe,25,15,5657,32395,Cheap,0,0,0,1
7081,Ford,Mustang,2016,regular unleaded,300.0,6.0,MANUAL,2.0,Midsize,Coupe,28,17,5657,24145,Cheap,0,0,0,1
7082,Ford,Mustang,2016,premium unleaded (recommended),310.0,4.0,MANUAL,2.0,Midsize,Convertible,29,20,5657,35145,Cheap,0,0,0,1
7083,Ford,Mustang,2016,premium unleaded (recommended),310.0,4.0,MANUAL,2.0,Midsize,Coupe,31,22,5657,29645,Cheap,0,0,0,1
7084,Ford,Mustang,2016,premium unleaded (recommended),435.0,8.0,MANUAL,2.0,Midsize,Convertible,25,15,5657,41895,Cheap,0,0,0,1
7085,Ford,Mustang,2016,regular unleaded,300.0,6.0,MANUAL,2.0,Midsize,Convertible,28,17,5657,29645,Cheap,0,0,0,1
7086,Ford,Mustang,2016,premium unleaded (recommended),310.0,4.0,MANUAL,2.0,Midsize,Coupe,31,22,5657,25645,Cheap,0,0,0,1
7087,Ford,Mustang,2017,premium unleaded (recommended),310.0,4.0,MANUAL,2.0,Midsize,Coupe,30,21,5657,25645,Cheap,0,0,0,1
7088,Ford,Mustang,2017,regular unleaded,300.0,6.0,MANUAL,2.0,Midsize,Coupe,27,18,5657,24645,Cheap,0,0,0,1
7089,Ford,Mustang,2017,premium unleaded (recommended),310.0,4.0,MANUAL,2.0,Midsize,Coupe,30,21,5657,29645,Cheap,0,0,0,1
7090,Ford,Mustang,2017,premium unleaded (recommended),435.0,8.0,MANUAL,2.0,Midsize,Convertible,23,14,5657,42145,Cheap,0,0,0,1
7091,Ford,Mustang,2017,premium unleaded (recommended),435.0,8.0,MANUAL,2.0,Midsize,Coupe,25,15,5657,36645,Cheap,0,0,0,1
7092,Ford,Mustang,2017,premium unleaded (recommended),310.0,4.0,MANUAL,2.0,Midsize,Convertible,27,21,5657,35145,Cheap,0,0,0,1
7093,Ford,Mustang,2017,premium unleaded (recommended),435.0,8.0,MANUAL,2.0,Midsize,Coupe,25,15,5657,32645,Cheap,0,0,0,1
7095,Mazda,MX-3,1993,regular unleaded,88.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,32,24,586,2000,Cheap,0,0,1,0
7097,Mazda,MX-3,1994,regular unleaded,130.0,6.0,MANUAL,2.0,Compact,2dr Hatchback,26,20,586,2000,Cheap,0,0,1,0
7098,Mazda,MX-3,1994,regular unleaded,88.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,34,25,586,2000,Cheap,0,0,1,0
7099,Mazda,MX-3,1995,regular unleaded,88.0,4.0,MANUAL,2.0,Compact,2dr Hatchback,34,25,586,2000,Cheap,0,0,1,0
7100,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,21,586,27505,Cheap,0,0,0,1
7101,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,21,586,30550,Cheap,0,0,0,1
7102,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,21,586,29265,Cheap,0,0,0,1
7103,Mazda,MX-5 Miata,2014,premium unleaded (recommended),167.0,4.0,MANUAL,2.0,Compact,Convertible,28,21,586,26905,Cheap,0,0,0,1
7104,Mazda,MX-5 Miata,2014,premium unleaded (recommended),167.0,4.0,MANUAL,2.0,Compact,Convertible,28,21,586,28665,Cheap,0,0,0,1
7105,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,21,586,25980,Cheap,0,0,0,1
7106,Mazda,MX-5 Miata,2014,premium unleaded (recommended),167.0,4.0,MANUAL,2.0,Compact,Convertible,28,21,586,27550,Cheap,0,0,0,1
7107,Mazda,MX-5 Miata,2014,premium unleaded (recommended),167.0,4.0,MANUAL,2.0,Compact,Convertible,28,22,586,23720,Cheap,0,0,0,1
7108,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,21,586,28650,Cheap,0,0,0,1
7109,Mazda,MX-5 Miata,2014,premium unleaded (recommended),167.0,4.0,MANUAL,2.0,Compact,Convertible,28,21,586,29450,Cheap,0,0,0,1
7110,Mazda,MX-5 Miata,2015,premium unleaded (recommended),158.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,21,586,28650,Cheap,0,0,0,1
7111,Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,2.0,Compact,Convertible,28,21,586,27550,Cheap,0,0,0,1
7112,Mazda,MX-5 Miata,2015,premium unleaded (recommended),158.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,21,586,29265,Cheap,0,0,0,1
7113,Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,2.0,Compact,Convertible,28,22,586,23970,Cheap,0,0,0,1
7114,Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,2.0,Compact,Convertible,28,21,586,29450,Cheap,0,0,0,1
7115,Mazda,MX-5 Miata,2015,premium unleaded (recommended),158.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,21,586,30550,Cheap,0,0,0,1
7116,Mazda,MX-5 Miata,2015,premium unleaded (recommended),158.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,21,586,27505,Cheap,0,0,0,1
7117,Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,2.0,Compact,Convertible,28,21,586,26905,Cheap,0,0,0,1
7118,Mazda,MX-5 Miata,2015,premium unleaded (recommended),158.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,21,586,26230,Cheap,0,0,0,1
7119,Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,2.0,Compact,Convertible,28,21,586,32205,Cheap,0,0,0,1
7120,Mazda,MX-5 Miata,2015,premium unleaded (recommended),158.0,4.0,AUTOMATIC,2.0,Compact,Convertible,28,21,586,32655,Cheap,0,0,0,1
7121,Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,2.0,Compact,Convertible,28,21,586,28665,Cheap,0,0,0,1
7122,Mazda,MX-5 Miata,2016,premium unleaded (recommended),155.0,4.0,MANUAL,2.0,Compact,Convertible,34,27,586,28600,Cheap,0,0,0,1
7123,Mazda,MX-5 Miata,2016,premium unleaded (recommended),155.0,4.0,AUTOMATIC,2.0,Compact,Convertible,36,27,586,26395,Cheap,0,0,0,1
7124,Mazda,MX-5 Miata,2016,premium unleaded (recommended),155.0,4.0,AUTOMATIC,2.0,Compact,Convertible,36,27,586,29330,Cheap,0,0,0,1
7125,Mazda,MX-5 Miata,2016,premium unleaded (recommended),155.0,4.0,AUTOMATIC,2.0,Compact,Convertible,36,27,586,31270,Cheap,0,0,0,1
7126,Mazda,MX-5 Miata,2016,premium unleaded (recommended),155.0,4.0,MANUAL,2.0,Compact,Convertible,34,27,586,30065,Cheap,0,0,0,1
7127,Mazda,MX-5 Miata,2016,premium unleaded (recommended),155.0,4.0,MANUAL,2.0,Compact,Convertible,34,27,586,24915,Cheap,0,0,0,1
7128,Mazda,MX-6,1995,regular unleaded,164.0,6.0,MANUAL,2.0,Compact,Coupe,24,18,586,2000,Cheap,0,0,1,0
7129,Mazda,MX-6,1995,regular unleaded,118.0,4.0,MANUAL,2.0,Compact,Coupe,31,23,586,2000,Cheap,0,0,1,0
7131,Mazda,MX-6,1996,regular unleaded,118.0,4.0,MANUAL,2.0,Compact,Coupe,31,23,586,2000,Cheap,0,0,1,0
7133,Mazda,MX-6,1997,regular unleaded,164.0,6.0,MANUAL,2.0,Compact,Coupe,24,18,586,2000,Cheap,0,0,1,0
7134,Mazda,MX-6,1997,regular unleaded,114.0,4.0,MANUAL,2.0,Compact,Coupe,31,23,586,2000,Cheap,0,0,1,0
7147,Lincoln,Navigator,2015,regular unleaded,365.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,20,15,61,65055,Cheap,0,1,0,0
7148,Lincoln,Navigator,2015,regular unleaded,365.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,19,15,61,67220,Cheap,0,1,0,0
7149,Lincoln,Navigator,2015,regular unleaded,365.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,22,16,61,61480,Cheap,0,0,0,1
7150,Lincoln,Navigator,2015,regular unleaded,365.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,20,15,61,63645,Cheap,0,0,0,1
7151,Lincoln,Navigator,2016,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,22,16,61,63195,Cheap,0,0,0,1
7152,Lincoln,Navigator,2016,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,19,15,61,76650,Cheap,0,1,0,0
7153,Lincoln,Navigator,2016,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,19,15,61,69135,Cheap,0,1,0,0
7154,Lincoln,Navigator,2016,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,20,15,61,65560,Cheap,0,0,0,1
7155,Lincoln,Navigator,2016,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,20,15,61,73645,Cheap,0,0,0,1
7156,Lincoln,Navigator,2016,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,20,15,61,74260,Cheap,0,1,0,0
7157,Lincoln,Navigator,2016,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,20,15,61,66770,Cheap,0,1,0,0
7158,Lincoln,Navigator,2016,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,22,16,61,71260,Cheap,0,0,0,1
7159,Lincoln,Navigator,2017,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,20,15,61,65560,Cheap,0,0,0,1
7160,Lincoln,Navigator,2017,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,21,15,61,71260,Cheap,0,0,0,1
7161,Lincoln,Navigator,2017,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,20,15,61,66770,Cheap,0,1,0,0
7162,Lincoln,Navigator,2017,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,21,15,61,63195,Cheap,0,0,0,1
7163,Lincoln,Navigator,2017,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,19,15,61,69135,Cheap,0,1,0,0
7164,Lincoln,Navigator,2017,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,19,15,61,76645,Cheap,0,1,0,0
7165,Lincoln,Navigator,2017,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,20,15,61,73650,Cheap,0,0,0,1
7166,Lincoln,Navigator,2017,regular unleaded,380.0,6.0,AUTOMATIC,4.0,Large,4dr SUV,20,15,61,74260,Cheap,0,1,0,0
7167,Dodge,Neon,2003,premium unleaded (required),215.0,4.0,MANUAL,4.0,Compact,Sedan,27,19,1851,19450,Cheap,0,0,1,0
7168,Dodge,Neon,2003,regular unleaded,132.0,4.0,MANUAL,4.0,Compact,Sedan,32,25,1851,13030,Cheap,0,0,1,0
7169,Dodge,Neon,2003,premium unleaded (required),150.0,4.0,MANUAL,4.0,Compact,Sedan,32,25,1851,17085,Cheap,0,0,1,0
7170,Dodge,Neon,2003,regular unleaded,132.0,4.0,MANUAL,4.0,Compact,Sedan,32,25,1851,15340,Cheap,0,0,1,0
7171,Dodge,Neon,2004,regular unleaded,132.0,4.0,AUTOMATIC,4.0,Compact,Sedan,29,22,1851,14315,Cheap,0,0,1,0
7172,Dodge,Neon,2004,premium unleaded (required),150.0,4.0,MANUAL,4.0,Compact,Sedan,32,25,1851,17640,Cheap,0,0,1,0
7173,Dodge,Neon,2004,regular unleaded,132.0,4.0,MANUAL,4.0,Compact,Sedan,32,25,1851,15800,Cheap,0,0,1,0
7174,Dodge,Neon,2004,premium unleaded (required),225.0,4.0,MANUAL,4.0,Compact,Sedan,28,19,1851,20450,Cheap,0,0,1,0
7175,Dodge,Neon,2004,regular unleaded,132.0,4.0,MANUAL,4.0,Compact,Sedan,32,25,1851,13490,Cheap,0,0,1,0
7176,Dodge,Neon,2004,regular unleaded,132.0,4.0,AUTOMATIC,4.0,Compact,Sedan,29,22,1851,16625,Cheap,0,0,1,0
7177,Dodge,Neon,2005,regular unleaded,132.0,4.0,MANUAL,4.0,Compact,Sedan,32,25,1851,16110,Cheap,0,0,1,0
7178,Dodge,Neon,2005,regular unleaded,132.0,4.0,MANUAL,4.0,Compact,Sedan,32,25,1851,13800,Cheap,0,0,1,0
7179,Dodge,Neon,2005,premium unleaded (required),220.0,4.0,MANUAL,4.0,Compact,Sedan,28,19,1851,20700,Cheap,0,0,1,0
7180,Plymouth,Neon,1999,regular unleaded,132.0,4.0,MANUAL,2.0,Compact,Coupe,36,24,535,2000,Cheap,0,0,1,0
7185,Plymouth,Neon,1999,regular unleaded,150.0,4.0,MANUAL,4.0,Compact,Sedan,36,24,535,2000,Cheap,0,0,1,0
7186,Plymouth,Neon,2000,regular unleaded,132.0,4.0,MANUAL,4.0,Compact,Sedan,31,24,535,2000,Cheap,0,0,1,0
7187,Plymouth,Neon,2000,regular unleaded,132.0,4.0,MANUAL,4.0,Compact,Sedan,31,24,535,2044,Cheap,0,0,1,0
7188,Plymouth,Neon,2001,regular unleaded,132.0,4.0,MANUAL,4.0,Compact,Sedan,30,24,535,12715,Cheap,0,0,1,0
7225,Chrysler,New Yorker,1994,regular unleaded,214.0,6.0,AUTOMATIC,4.0,Large,Sedan,24,16,1013,2000,Cheap,0,0,1,0
7226,Chrysler,New Yorker,1995,regular unleaded,214.0,6.0,AUTOMATIC,4.0,Large,Sedan,24,16,1013,2000,Cheap,0,0,1,0
7227,Chrysler,New Yorker,1996,regular unleaded,214.0,6.0,AUTOMATIC,4.0,Large,Sedan,24,16,1013,2000,Cheap,0,0,1,0
7230,Oldsmobile,Ninety-Eight,1994,regular unleaded,225.0,6.0,AUTOMATIC,4.0,Large,Sedan,24,15,26,2000,Cheap,0,0,1,0
7232,Oldsmobile,Ninety-Eight,1995,regular unleaded,205.0,6.0,AUTOMATIC,4.0,Large,Sedan,26,17,26,2000,Cheap,0,0,1,0
7233,Oldsmobile,Ninety-Eight,1995,regular unleaded,225.0,6.0,AUTOMATIC,4.0,Large,Sedan,26,17,26,2000,Cheap,0,0,1,0
7234,Oldsmobile,Ninety-Eight,1996,regular unleaded,205.0,6.0,AUTOMATIC,4.0,Large,Sedan,27,17,26,2000,Cheap,0,0,1,0
7235,Dodge,Nitro,2009,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,15,1851,26220,Cheap,0,1,0,0
7236,Dodge,Nitro,2009,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,22,16,1851,24560,Cheap,0,0,0,1
7237,Dodge,Nitro,2009,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,22,16,1851,22240,Cheap,0,0,0,1
7238,Dodge,Nitro,2009,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,15,1851,23900,Cheap,0,1,0,0
7240,Dodge,Nitro,2010,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,16,1851,25750,Cheap,0,0,0,1
7241,Dodge,Nitro,2010,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,22,16,1851,23235,Cheap,0,0,0,1
7242,Dodge,Nitro,2010,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,16,1851,26750,Cheap,0,0,0,1
7244,Dodge,Nitro,2010,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,20,16,1851,27410,Cheap,0,1,0,0
7245,Dodge,Nitro,2010,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,20,16,1851,28410,Cheap,0,1,0,0
7246,Dodge,Nitro,2010,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,15,1851,24895,Cheap,0,1,0,0
7249,Dodge,Nitro,2011,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,16,1851,28995,Cheap,0,1,0,0
7250,Dodge,Nitro,2011,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,16,1851,27245,Cheap,0,0,0,1
7251,Dodge,Nitro,2011,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,16,1851,27995,Cheap,0,1,0,0
7252,Dodge,Nitro,2011,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,15,1851,23995,Cheap,0,1,0,0
7253,Dodge,Nitro,2011,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,22,16,1851,21590,Cheap,0,0,0,1
7254,Dodge,Nitro,2011,regular unleaded,260.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,16,1851,26245,Cheap,0,0,0,1
7255,Dodge,Nitro,2011,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,22,16,1851,23235,Cheap,0,0,0,1
7256,Dodge,Nitro,2011,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,22,16,1851,22245,Cheap,0,0,0,1
7257,Dodge,Nitro,2011,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,15,1851,24985,Cheap,0,1,0,0
7258,Dodge,Nitro,2011,regular unleaded,210.0,6.0,AUTOMATIC,4.0,Midsize,4dr SUV,21,15,1851,23340,Cheap,0,1,0,0
7259,Acura,NSX,2004,regular unleaded,290.0,6.0,MANUAL,2.0,Compact,Coupe,22,16,204,89000,Cheap,0,0,0,1
7260,Acura,NSX,2004,regular unleaded,252.0,6.0,AUTOMATIC,2.0,Compact,Coupe,22,16,204,89000,Cheap,0,0,0,1
7261,Acura,NSX,2005,regular unleaded,290.0,6.0,MANUAL,2.0,Compact,Coupe,22,16,204,89000,Cheap,0,0,0,1
7262,Acura,NSX,2005,regular unleaded,252.0,6.0,AUTOMATIC,2.0,Compact,Coupe,22,16,204,89000,Cheap,0,0,0,1
7263,Acura,NSX,2017,premium unleaded (required),573.0,6.0,AUTOMATED_MANUAL,2.0,Compact,Coupe,22,21,204,156000,Cheap,1,0,0,0
7264,Nissan,NV200,2015,regular unleaded,131.0,4.0,AUTOMATIC,4.0,Compact,Cargo Minivan,26,24,2009,21710,Cheap,0,0,1,0
7265,Nissan,NV200,2015,regular unleaded,131.0,4.0,AUTOMATIC,4.0,Compact,Cargo Minivan,26,24,2009,20720,Cheap,0,0,1,0
7266,Nissan,NV200,2016,regular unleaded,131.0,4.0,AUTOMATIC,4.0,Compact,Cargo Minivan,26,24,2009,21760,Cheap,0,0,1,0
7267,Nissan,NV200,2016,regular unleaded,131.0,4.0,AUTOMATIC,4.0,Compact,Cargo Minivan,26,24,2009,20870,Cheap,0,0,1,0
7268,Nissan,NV200,2017,regular unleaded,131.0,4.0,AUTOMATIC,4.0,Compact,Cargo Minivan,26,24,2009,22230,Cheap,0,0,1,0
7269,Nissan,NV200,2017,regular unleaded,131.0,4.0,AUTOMATIC,4.0,Compact,Cargo Minivan,26,24,2009,21330,Cheap,0,0,1,0
7270,Lexus,NX 200t,2015,premium unleaded (required),235.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,454,35880,Cheap,1,0,0,0
7271,Lexus,NX 200t,2015,premium unleaded (required),235.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,22,454,36580,Cheap,0,0,1,0
7272,Lexus,NX 200t,2015,premium unleaded (required),235.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,21,454,37980,Cheap,1,0,0,0
7273,Lexus,NX 200t,2015,premium unleaded (required),235.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,22,454,34480,Cheap,0,0,1,0
7274,Lexus,NX 200t,2016,premium unleaded (required),235.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,22,454,34965,Cheap,0,0,1,0
7275,Lexus,NX 200t,2016,premium unleaded (required),235.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,22,454,37065,Cheap,0,0,1,0
7276,Lexus,NX 200t,2016,premium unleaded (required),235.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,22,454,36365,Cheap,1,0,0,0
7277,Lexus,NX 200t,2016,premium unleaded (required),235.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,27,22,454,38465,Cheap,1,0,0,0
7278,Lexus,NX 200t,2017,premium unleaded (required),235.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,27,22,454,38585,Cheap,1,0,0,0
7279,Lexus,NX 200t,2017,premium unleaded (required),235.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,22,454,36485,Cheap,1,0,0,0
7280,Lexus,NX 200t,2017,premium unleaded (required),235.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,22,454,37185,Cheap,0,0,1,0
7281,Lexus,NX 200t,2017,premium unleaded (required),235.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,28,22,454,35085,Cheap,0,0,1,0
7282,Lexus,NX 300h,2015,regular unleaded,194.0,4.0,AUTOMATIC,4.0,Midsize,4dr SUV,31,35,454,39720,Cheap,0,0,1,0
